1000359|0399220070|Little match girl (sandcastle) (Sandcastle Books)|Hans Christian Andersen|Putnam Juvenile||English|0|0|.5|http://www.amazon.com/Little-match-sandcastle-Sandcastle-Books/dp/0399220070%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0399220070|http://ecx.images-amazon.com/images/I/612r0eGu72L._SL160_.jpg|Reissue||1|2014-09-24 16:42:30|USD|librarian@sscps.org|||0|<br /><p></p> <strong>Product Description</strong><br />On New Year's Eve, a little girl walked barefoot and offered her matchboxes to passersby. It was cold, freezing cold and passers wrapped up in their cloaks of wool and paid no attention to this poorly dressed girl.     She did not sell any matchbox and was too scared to go back home empty-handed because she feared the wrath of her father, she chose to stay the night of New Year's Eve in the snowy streets. To warm up, she scratched her matches one by one. The gentle flame warmed hers fingers numb, but that gave her happiness, it was the vision of the wonders of the holiday season and the appearance of her late grandmother in the firelight ...<br />
1000440|9780789461995|Peter Pan (DK Read & Listen) (Book & Cassette)|J.M. Barrie|DK Children||English|3|0|3.39|http://www.amazon.com/Peter-Read-Listen-Book-Cassette/dp/0789461994%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0789461994|http://ecx.images-amazon.com/images/I/51AJGXT6D6L._SL160_.jpg|Pap/Cas||1|2014-09-24 16:55:17|USD|librarian@sscps.org|||48|<br /><p></p> <strong>Product Description</strong><br />Peter Pan--the boy who never grew up--appeals to the child in us all; this edition of the story of Peter Pan includes a cassette tape Children love to listen to stories, and their favorite DK books are available in book and tape packages--perfect for the car, or anywhere! These timeless, classic stories have been gloriously illustrated and made accessible for younger children to read alone, or for all the family to enjoy together, as they listen along with the cassette tape. This fresh approach brings the stories and their characters to life. There are also special pages dedicated to background detail, setting the scene of each story.<br /><strong>Amazon.com Review</strong><br />"All children, except one, grow up." Thus begins a great classic of children's literature that we all remember as magical. What we tend to forget, because the tale of Peter Pan and Neverland has been so relentlessly boiled down, hashed up, and coated in saccharine, is that J.M. Barrie's original version is also witty, sophisticated, and delightfully odd. The Darling children, Wendy, John, and Michael, live a very proper middle-class life in Edwardian London, but they also happen to have a Newfoundland for a nurse. The text is full of such throwaway gems as "Mrs. Darling first heard of Peter Pan when she was tidying up her children's minds," and is peppered with deliberately obscure vocabulary including "embonpoint," "quietus," and "pluperfect." Lest we forget, it was written in 1904, a relatively innocent age in which a plot about abducted children must have seemed more safely fanciful. Also, perhaps, it was an age that expected more of its children's books, for <I>Peter Pan</I> has a suppleness, lightness, and intelligence that are "literary" in the best sense. In a typical exchange with the dastardly Captain Hook, Peter Pan describes himself as "youth... joy... a little bird that has broken out of the egg," and the author interjects: "This, of course, was nonsense; but it was proof to the unhappy Hook that Peter did not know in the least who or what he was, which is the very pinnacle of good form." A book for adult readers-aloud to revel in--and it just might teach young listeners to fly. (Ages 5 and older) <I>--Richard Farr</I> <br />
1000459|044040567x|Dream Book, The|Margaret Wise Brown|Yearling||English|1|0|98.19|http://www.amazon.com/Dream-Book-Margaret-Wise-Brown/dp/044040567X%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D044040567X|http://ecx.images-amazon.com/images/I/41uS07miHpL._SL160_.jpg|||1|2014-09-24 17:04:01|USD|librarian@sscps.org|||0|<br /><p></p> 
1000481|0394863461|Fuzzy Rabbit|Rosemary Billam|Random House Books for Young Readers||English|0|0|13.15|http://www.amazon.com/Fuzzy-Rabbit-Rosemary-Billam/dp/0394863461%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0394863461|http://ecx.images-amazon.com/images/I/51lwEfyP6yL._SL160_.jpg|Picturebck||1|2014-09-24 17:12:39|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br />As Fuzzy Rabbit's mistress gets other newer toys, he begins to feel neglected and unloved.<br />
1000507|9780590442930|Clifford At The Circus||Cartwheel||English|0|0|.56|http://www.amazon.com/Clifford-The-Circus-Norman-Bridwell/dp/0590442937%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0590442937|http://ecx.images-amazon.com/images/I/61jAKACL87L._SL160_.jpg|Reprint||1|2014-09-24 17:42:02|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br /><DIV><br><br></div><br />
1000450|0756612756|Read and Listen Books: Peter Pan (Read & Listen Books)|Michael Johnstone, J.M. Barrie|DK CHILDREN||English|1|0|5.99|http://www.amazon.com/Read-Listen-Books-Peter-Pan/dp/0756612756%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0756612756|http://ecx.images-amazon.com/images/I/51F9rqJwLHL._SL160_.jpg|Pap/Com||1|2014-09-24 17:53:48|USD|librarian@sscps.org|||48|<br /><p></p> <strong>Product Description</strong><br />Reading level: Ages 7 and up
Paperback: 48 pages
Publisher: DK CHILDREN (April 4, 2005)
Language: English
ISBN-10: 0756612756
ISBN-13: 978-0756612757
Product Dimensions: 13.5 x 9.3 x 1 inches
Shipping Weight: 13.4 ounces
Average Customer Review: 5.0 out of 5 stars  See all reviews (2 customer reviews)
Amazon Best Sellers Rank: #154,335 in Books (See Top 100 in Books)<br />
1000356|0590423835|Moongame (Little Bear and the Moon) [Paperback] by Asch, Frank|Frank Asch|Scholastic||English|0|0|7.96|http://www.amazon.com/Moongame-Little-Bear-Paperback-Frank/dp/B008HM09J0%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB008HM09J0||||1|2014-09-24 18:02:25|USD|librarian@sscps.org|||0|<br /><p></p> 
1000521|9780394899602|DABBLE THE DUCKLING (How Your Pet Grows)|Jane Burton|Random House Books for Young Readers||English|0|0|2.78|http://www.amazon.com/DABBLE-THE-DUCKLING-Your-Grows/dp/0394899601%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0394899601|http://ecx.images-amazon.com/images/I/41LkJbvIQqL._SL160_.jpg|||1|2014-09-24 18:20:02|USD|librarian@sscps.org|||0|<br /><p></p> <strong>Product Description</strong><br />A photo essay about the first six to eight months in the life of a duckling, abandoned before hatching and later adopted by a farmyard hen.<br />
1000595|9780590603225|The Creepy Computer Mystery (Invisible Inc. No. 4 / Hello, Reader! Level 4)|Elizabeth Levy|Cartwheel||English|0|0|12.45|http://www.amazon.com/Creepy-Computer-Mystery-Invisible-Reader/dp/0590603221%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0590603221|http://ecx.images-amazon.com/images/I/51r14gJ60tL._SL160_.jpg|1ST||1|2014-09-24 18:33:51|USD|librarian@sscps.org|||48|<br /><p></p> <strong>Product Description</strong><br />Three friends who call themselves "Invisible Inc." must solve a mystery when they receive a cryptic e-mail.<br />
1000611|0064430561|Just Us Women (Reading Rainbow Books)|Jeannette Caines|HarperCollins||English|0|0|.50|http://www.amazon.com/Just-Women-Reading-Rainbow-Books/dp/0064430561%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0064430561|http://ecx.images-amazon.com/images/I/51VGl0YNfqL._SL160_.jpg|Reprint||1|2014-09-24 18:49:26|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br /><p>"No boys and no men-just us women," Aunt Martha tells her niece. And together they plan their trip to North Carolina in Aunt Martha's brand-new car. This is to be a very special outing-with no one to hurry them along, the two travelers can do exactly as they please.</p><br />
1000698|9780671886882|Outside, Inside|Carolyn Crimi|Simon & Schuster Children's Publishing||English|0|0|174.98|http://www.amazon.com/Outside-Inside-Carolyn-Crimi/dp/0671886886%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0671886886|http://ecx.images-amazon.com/images/I/314RH187QYL._SL160_.jpg|First Edition||1|2014-10-01 16:53:10|USD|librarian@sscps.org|||40|<br /><p></p> <strong>Product Description</strong><br />A gentle text and bold cut-paper artwork build an evocative mood as they compare and contrast a dramatic thunderstorm outside with a warm and cozy day spent inside.<br />
1000713|0688097324|Up North at the Cabin|Marsha Wilson Chall|HarperCollins||English|0|0|7.77|http://www.amazon.com/North-Cabin-Marsha-Wilson-Chall/dp/0688097324%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0688097324|http://ecx.images-amazon.com/images/I/51PMfVsVwzL._SL160_.jpg|1st||1|2014-10-01 17:20:50|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br /><p><em>Up north ath the cabin,<br />I am a great gray dolphin.<br />The lake is my ocean...<br /></p><p>Up north at the cabin,<br />I am a fearless voyageur,<br />guiding our canoe through the wilderness...<br /></p><p>Up north at the cabin<br />I am always brave --<br />even in the dark woods,<br />when blood thumps through my head<br />like old Ojiway drums.<br /></em></p><p>The magic of summer, the call of the north woods, and the exuberance of childhood imagination combine here to create a book that will be treasured long after the last autumn leaf has fallen.</p><br />
1000833|0439295181|This Train|Paul Collicutt|Scholastic, Incorporated||English|1|0|.90|http://www.amazon.com/This-Train-Paul-Collicutt/dp/0439295181%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0439295181|http://ecx.images-amazon.com/images/I/51CZofILwWL._SL160_.jpg|||1|2014-10-01 17:28:00|USD|librarian@sscps.org|||0|<br /><p></p> <strong>Product Description</strong><br />paperback<br />
1000858|9780590222969|The Magic School Bus Plants Seeds: A Book About How Living Things Grow|Joanna Cole|Scholastic Paperbacks||English|0|0|1.13|http://www.amazon.com/The-Magic-School-Plants-Seeds/dp/0590222961%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0590222961|http://ecx.images-amazon.com/images/I/61XXDKkXZ7L._SL160_.jpg|||1|2014-10-01 17:44:36|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br />Ms. Frizzle's class is growing a beautiful garden, but Phoebe's plot is empty. Her flowers are at her old school! So, the kids climb aboard the Magic School Bus. They go to Phoebe's old school to get some of her old flowers, but they end up actually going inside the flowers. Follow the kids' colourful adventure as they learn how living things grow.<br />
1000915|9780140505399|Miss Rumphius|Barbara Cooney|Puffin||English|0|0|3.84|http://www.amazon.com/Miss-Rumphius-Barbara-Cooney/dp/0140505393%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140505393|http://ecx.images-amazon.com/images/I/51Ph-G%2BZ5yL._SL160_.jpg|Reprint||1|2014-10-01 17:58:37|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br /><div>  <b>A beloved classic—written by a beloved Caldecott winner—is lovelier than ever!</b><br>  <br>   Barbara Cooney's story of Alice Rumphius, who longed to travel the world, live in a house by the sea, and do something to make the world more beautiful, has a timeless quality that resonates with each new generation. The countless lupines that bloom along the coast of Maine are the legacy of the real Miss Rumphius, the Lupine Lady, who scattered lupine seeds everywhere she went. <i>Miss Rumphius</i> received the American Book Award in the year of publication.<br>  <br>   To celebrate the thirtieth anniversary of two-time Caldecott winner Barbara Cooney's best-loved book, the illustrations have been reoriginated, going back to the original art to ensure state-of-the-art reproduction of Cooney's exquisite artwork. The art for <i>Miss Rumphius</i> has a permanent home in the Bowdoin College Museum of Art.</div><br />
1000937|0590134930|Biggest, Best Snowman|Margery Cuyler|Scholastic||English|0|0|1.75|http://www.amazon.com/Biggest-Best-Snowman-Margery-Cuyler/dp/B000NE4UYA%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000NE4UYA|http://ecx.images-amazon.com/images/I/51I0R2%2Bw1uL._SL160_.jpg|||1|2014-10-01 18:18:30|USD|librarian@sscps.org|||0|<br /><p></p> <strong>Product Description</strong><br />hybrid paperback with a dust jacket for the cover<br />
1000948|0590428071|Busy Beavers|Lydia Dabcovich|Scholastic Inc.||English|0|0|9.85|http://www.amazon.com/Busy-Beavers-Lydia-Dabcovich/dp/0590428071%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0590428071||First Scholastic printing||1|2014-10-01 18:31:06|USD|librarian@sscps.org|||0|<br /><p></p> <strong>Product Description</strong><br />childrens book<br />
1001017|9780374311094|Carl's Afternoon in the Park|Alexandra Day|Farrar, Straus and Giroux (BYR)||English|0|0|17.94|http://www.amazon.com/Carls-Afternoon-Park-Alexandra-Day/dp/0374311099%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0374311099|http://ecx.images-amazon.com/images/I/51nlFaP5EvL._SL160_.jpg|1st||1|2014-10-01 18:46:27|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br /><div>Carl, the baby, and a new puppy spend an eventful afternoon in the park, riding on a carousel, romping in the flowers, and visiting a children's zoo.<br><br>A contribution from the proceeds benefits the American Humane Association.<br></div><br />
1001028|9780802854087|Bow-Wow Wiggle-Waggle|Mary Newell DePalma|Eerdmans Books for Young Readers||English|0|0|5.25|http://www.amazon.com/Bow-Wow-Wiggle-Waggle-Mary-Newell-DePalma/dp/0802854087%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0802854087|http://ecx.images-amazon.com/images/I/517k3%2BIFQPL._SL160_.jpg|||1|2014-10-02 14:17:46|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br />What begins as a playful game of fetch between a boy and his dog turns into a wild goose chase that springs from one page to the next in this delightful book. Young readers will find themselves caught up in the bright and charming watercolor paintings as they follow the pair on a frolicking escapade, and ultimately, to an endearing reunion.<br />
1001046|1561450081|Agatha's Feather Bed: Not Just Another Wild Goose Story|Carmen Agra Deedy|Peachtree Publishers||English|0|0|7.56|http://www.amazon.com/Agathas-Feather-Bed-Another-Goose/dp/1561450081%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1561450081|http://ecx.images-amazon.com/images/I/51M14R7H1ML._SL160_.jpg|First Edition||1|2014-10-02 14:42:14|USD|librarian@sscps.org|||28|<br /><p></p> <strong>Product Description</strong><br />Agatha has her pleasant night's sleep disrupted by six cranky, cold, naked geese, who arrive on her doorstep to demand that Agatha return the feathers from her new feather bed.  In a delightful O. Henry-inspired ending, Agatha arrives at a solution that benefits all, at the same time teaching readers to respect the delicate balance between our resources and responsibilities.<br />
1000998|067991790x|PAPA'S BEDTIME STORY|Mary Lee Donovan|Knopf Books for Young Readers||English|0|0|4.08|http://www.amazon.com/PAPAS-BEDTIME-STORY-Mary-Donovan/dp/067991790X%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D067991790X|http://ecx.images-amazon.com/images/I/41-kmbELdBL._SL160_.jpg|1St Edition||1|2014-10-03 14:58:42|USD|librarian@sscps.org|||0|<br /><p></p> <strong>Product Description</strong><br />Weaves together a bedtime story embellished by soothing watercolor illustrations, inviting the reader into both human and animal homes where fathers are tucking their children into bed and telling them stories.<br />
1001063|9780670672233|The Story about Ping (Viking Kestrel picture books)|Marjorie Flack, Kurt Wiese|Viking Juvenile||English|0|0|9.23|http://www.amazon.com/Story-about-Viking-Kestrel-picture/dp/0670672238%3FSubscriptionId%3DAKIAIWZKHN3I6UWTN3XQ%26tag%3Dorda-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0670672238|http://ecx.images-amazon.com/images/I/51-u1sl5E6L._SL160_.jpg|First edition thus.||1|2014-10-03 15:15:43|USD|librarian@sscps.org|||32|<br /><p></p> <strong>Product Description</strong><br />A childhood classic. "Kurt Wiese and Marjorie Flack have created in Ping a duckling of great individuality against a background (the Yangtze River) that has both accuracy and charm".--The New York Times. Full-color illustrations.<br /><strong>Amazon.com Review</strong><br />The tale of a little duck alone on the Yangtze River, <I>The Story About Ping</I> is a sweet and funny book with wonderfully rich and colorful illustrations. On a day like any other, Ping sets off from the boat he calls home with his comically large family in search of "pleasant things to eat." On this particular day, he is accidentally left behind when the boat leaves. Undaunted, the little duck heads out onto the Yangtze in search of his family, only to find new friends and adventures--and a bit of peril--around every bend. <P> The exceptional illustrations bring the lush Yangtze to life, from Ping's family to the trained fishing birds he finds himself among to the faithfully rendered boats and fishermen. Certainly intended to be read aloud, <I>The Story About Ping</I> deserves a place on every young reader's (or listener's) shelf. (Picture book)<br />
